probe,mnemonic,count
probe_tensor_all_widths,IMAD.MOV.U32,12
probe_tensor_all_widths,IMAD.SHL.U32,2
probe_tensor_all_widths,IMAD.WIDE,16
probe_tensor_all_widths,IMAD.WIDE.U32,10
probe_tensor_all_widths,IMMA.16816.S8.S8,160
probe_tensor_all_widths,LD.E,24
probe_tensor_all_widths,LDG.E,32
probe_tensor_all_widths,LEA,18
probe_tensor_all_widths,LEA.HI.X,16
probe_tensor_all_widths,LOP3.LUT,10
probe_tensor_all_widths,MOV,8
probe_tensor_all_widths,NOP,92
probe_tensor_all_widths,S2R,8
probe_tensor_all_widths,SHF.R.U32.HI,8
probe_tensor_all_widths,ST.E.64,8
probe_tensor_all_widths,STG.E,12
probe_tensor_all_widths,STG.E.64,12
probe_tensor_all_widths,ULDC.64,8
probe_tensor_deep,BRA,6
probe_tensor_deep,CS2R,6
probe_tensor_deep,EXIT,6
probe_tensor_deep,F2FP.F16.F32.PACK_AB,24
probe_tensor_deep,FADD.FTZ,88
probe_tensor_deep,FFMA.FTZ,256
probe_tensor_deep,HMMA.16816.F32,2050
probe_tensor_deep,IADD3,2
probe_tensor_deep,IMAD.MOV.U32,11
probe_tensor_deep,IMAD.WIDE,2
probe_tensor_deep,IMAD.WIDE.U32,6
probe_tensor_deep,IMAD.X,1
probe_tensor_deep,ISETP.NE.AND,2
probe_tensor_deep,LDG.E,49
probe_tensor_deep,LEA,18
probe_tensor_deep,LEA.HI.X,18
probe_tensor_deep,LOP3.LUT,6
probe_tensor_deep,MOV,8
probe_tensor_deep,NOP,59
probe_tensor_deep,S2R,8
probe_tensor_deep,SHF.R.U32.HI,6
probe_tensor_deep,STG.E,25
probe_tensor_deep,STG.E.64.STRONG.SYS,2
probe_tensor_deep,ULDC.64,6
probe_tensor_extended,BRA,5
probe_tensor_extended,EXIT,5
probe_tensor_extended,HMMA.16816.F32.BF16,2
probe_tensor_extended,HMMA.1684.F32.TF32,36
probe_tensor_extended,IADD3,8
probe_tensor_extended,IADD3.X,2
probe_tensor_extended,IMAD,1
probe_tensor_extended,IMAD.MOV.U32,8
probe_tensor_extended,IMAD.SHL.U32,1
probe_tensor_extended,IMAD.WIDE,16
probe_tensor_extended,IMAD.WIDE.U32,6
probe_tensor_extended,IMMA.16816.S8.S8,2
probe_tensor_extended,IMMA.8832.S4.S4,1
probe_tensor_extended,LD.E,24
probe_tensor_extended,LD.E.64,4
probe_tensor_extended,LDG.E,6
probe_tensor_extended,LDG.E.64,9
probe_tensor_extended,LEA,14
probe_tensor_extended,LEA.HI.X,13
probe_tensor_extended,LOP3.LUT,6
probe_tensor_extended,MOV,5
probe_tensor_extended,NOP,58
probe_tensor_extended,S2R,5
probe_tensor_extended,SHF.R.U32.HI,5
probe_tensor_extended,ST.E.64,8
probe_tensor_extended,STG.E.64,9
probe_tensor_extended,ULDC.64,5
probe_tensor_ldsm,BAR.SYNC.DEFER_BLOCKING,3
probe_tensor_ldsm,BRA,3
probe_tensor_ldsm,BSSY,8
probe_tensor_ldsm,BSYNC,8
probe_tensor_ldsm,CS2R,4
probe_tensor_ldsm,EXIT,3
probe_tensor_ldsm,F2FP.F16.F32.PACK_AB,8
probe_tensor_ldsm,HMMA.16816.F16,2
probe_tensor_ldsm,HMMA.16816.F32,4
probe_tensor_ldsm,IADD3,44
probe_tensor_ldsm,IADD3.X,2
probe_tensor_ldsm,IMAD,8
probe_tensor_ldsm,IMAD.MOV.U32,31
probe_tensor_ldsm,IMAD.SHL.U32,13
probe_tensor_ldsm,IMAD.WIDE,11
probe_tensor_ldsm,IMAD.WIDE.U32,3
probe_tensor_ldsm,IMAD.X,10
probe_tensor_ldsm,IMNMX,2
probe_tensor_ldsm,ISETP.GE.AND,4
probe_tensor_ldsm,ISETP.GE.U32.AND,2
probe_tensor_ldsm,ISETP.GT.AND,6
probe_tensor_ldsm,ISETP.LT.OR,2
probe_tensor_ldsm,ISETP.NE.AND,4
probe_tensor_ldsm,LDG.E,12
probe_tensor_ldsm,LDG.E.U16,118
probe_tensor_ldsm,LDSM.16.M88.4,4
probe_tensor_ldsm,LEA,7
probe_tensor_ldsm,LEA.HI,2
probe_tensor_ldsm,LEA.HI.X,6
probe_tensor_ldsm,LOP3.LUT,11
probe_tensor_ldsm,NOP,40
probe_tensor_ldsm,PLOP3.LUT,6
probe_tensor_ldsm,S2R,6
probe_tensor_ldsm,SHF.R.U32.HI,7
probe_tensor_ldsm,STG.E,12
probe_tensor_ldsm,STS.U16,118
probe_tensor_ldsm,ULDC.64,3
probe_tensor,BRA,2
probe_tensor,EXIT,2
probe_tensor,F2FP.F16.F32.PACK_AB,20
probe_tensor,HMMA.16816.F32,10
probe_tensor,IMAD.MOV.U32,4
probe_tensor,IMAD.WIDE.U32,2
probe_tensor,LDG.E,25
probe_tensor,LDG.E.64,4
probe_tensor,LEA,7
probe_tensor,LEA.HI.X,7
probe_tensor,LOP3.LUT,2
probe_tensor,NOP,20
probe_tensor,S2R,2
probe_tensor,SHF.R.U32.HI,2
probe_tensor,STG.E,20
probe_tensor,ULDC.64,2
probe_texture_surface,BRA,6
probe_texture_surface,DEPBAR.LE,1
probe_texture_surface,EXIT,6
probe_texture_surface,F2I.FTZ.TRUNC.NTZ,1
probe_texture_surface,F2I.FTZ.U32.TRUNC.NTZ,3
probe_texture_surface,FADD.FTZ,12
probe_texture_surface,FFMA.FTZ,8
probe_texture_surface,FMUL.FTZ,5
probe_texture_surface,I2FP.F32.S32,11
probe_texture_surface,I2F.RP,3
probe_texture_surface,IABS,6
probe_texture_surface,IADD3,12
probe_texture_surface,IMAD,16
probe_texture_surface,IMAD.HI.U32,6
probe_texture_surface,IMAD.IADD,1
probe_texture_surface,IMAD.MOV,6
probe_texture_surface,IMAD.MOV.U32,10
probe_texture_surface,IMAD.WIDE,5
probe_texture_surface,ISETP.GE.AND,8
probe_texture_surface,ISETP.GE.OR,1
probe_texture_surface,ISETP.GE.U32.AND,2
probe_texture_surface,ISETP.GT.U32.AND,4
probe_texture_surface,ISETP.NE.AND,4
probe_texture_surface,LEA.HI,1
probe_texture_surface,LOP3.LUT,3
probe_texture_surface,MOV,12
probe_texture_surface,MUFU.RCP,8
probe_texture_surface,NOP,68
probe_texture_surface,S2R,13
probe_texture_surface,SHF.L.U32,1
probe_texture_surface,SHF.R.S32.HI,1
probe_texture_surface,STG.E,5
probe_texture_surface,SULD.D.BA.1D.STRONG.SM.TRAP,1
probe_texture_surface,SUST.D.BA.1D.STRONG.SM.TRAP,1
probe_texture_surface,TEX.SCR.LL,2
probe_texture_surface,TLD.SCR.LZ,10
probe_texture_surface,ULDC.64,5
probe_tf32_scalar,BRA,4
probe_tf32_scalar,CS2R,4
probe_tf32_scalar,EXIT,4
probe_tf32_scalar,FADD.FTZ,2
probe_tf32_scalar,FFMA,1024
probe_tf32_scalar,FFMA.FTZ,3
probe_tf32_scalar,IADD3,2
probe_tf32_scalar,IADD3.X,1
probe_tf32_scalar,IMAD,1
probe_tf32_scalar,IMAD.MOV.U32,4
probe_tf32_scalar,IMAD.WIDE,10
probe_tf32_scalar,IMAD.X,1
probe_tf32_scalar,ISETP.GE.AND,1
probe_tf32_scalar,ISETP.NE.AND,2
probe_tf32_scalar,LDG.E,6
probe_tf32_scalar,LDG.E.STRONG.SYS,6
probe_tf32_scalar,LOP3.LUT,516
probe_tf32_scalar,MOV,14
probe_tf32_scalar,NOP,37
probe_tf32_scalar,S2R,5
probe_tf32_scalar,STG.E,4
probe_tf32_scalar,STG.E.64.STRONG.SYS,4
probe_tf32_scalar,STG.E.STRONG.SYS,2
probe_tf32_scalar,ULDC.64,4
probe_transcendentals,BRA,21
probe_transcendentals,BSSY,6
probe_transcendentals,BSYNC,6
probe_transcendentals,CALL.REL.NOINC,2
probe_transcendentals,CS2R,2
probe_transcendentals,DADD,11
probe_transcendentals,DFMA,50
probe_transcendentals,DFMA.RM,1
probe_transcendentals,DFMA.RP,1
probe_transcendentals,DMUL,14
probe_transcendentals,DSETP.GE.AND,1
probe_transcendentals,DSETP.GEU.AND,1
probe_transcendentals,DSETP.GT.AND,1
probe_transcendentals,DSETP.NE.AND,1
probe_transcendentals,DSETP.NEU.AND,1
probe_transcendentals,EXIT,18
probe_transcendentals,F2I.F64,1
probe_transcendentals,FADD.FTZ,8
probe_transcendentals,FFMA.FTZ,22
probe_transcendentals,FLO.U32,1
probe_transcendentals,FMUL.FTZ,17
probe_transcendentals,FMUL.RZ,5
probe_transcendentals,FRND.TRUNC,1
probe_transcendentals,FSEL,9
probe_transcendentals,FSETP.GEU.FTZ.AND,4
probe_transcendentals,FSETP.GT.FTZ.AND,2
probe_transcendentals,FSETP.NEU.FTZ.AND,1
probe_transcendentals,I2F.F64,1
probe_transcendentals,IADD3,26
probe_transcendentals,IADD3.X,7
probe_transcendentals,IMAD,6
probe_transcendentals,IMAD.HI.U32,4
probe_transcendentals,IMAD.IADD,2
probe_transcendentals,IMAD.MOV.U32,50
probe_transcendentals,IMAD.SHL.U32,5
probe_transcendentals,IMAD.WIDE,36
probe_transcendentals,IMAD.WIDE.U32,5
probe_transcendentals,IMAD.X,10
probe_transcendentals,ISETP.GE.AND,3
probe_transcendentals,ISETP.GE.U32.AND,3
probe_transcendentals,ISETP.GT.AND,4
probe_transcendentals,ISETP.GT.AND.EX,1
probe_transcendentals,ISETP.GT.U32.AND,1
probe_transcendentals,ISETP.NE.AND,1
probe_transcendentals,ISETP.NE.AND.EX,1
probe_transcendentals,ISETP.NE.U32.AND,2
probe_transcendentals,LDG.E,15
probe_transcendentals,LDG.E.128.CONSTANT,3
probe_transcendentals,LDG.E.64,4
probe_transcendentals,LDG.E.64.CONSTANT,1
probe_transcendentals,LDL.64,2
probe_transcendentals,LEA,3
probe_transcendentals,LEA.HI,2
probe_transcendentals,LEA.HI.X,4
probe_transcendentals,LOP3.LUT,16
probe_transcendentals,MOV,39
probe_transcendentals,MUFU.COS,3
probe_transcendentals,MUFU.EX2,5
probe_transcendentals,MUFU.LG2,4
probe_transcendentals,MUFU.RCP,2
probe_transcendentals,MUFU.RCP64H,1
probe_transcendentals,MUFU.RSQ,1
probe_transcendentals,MUFU.RSQ64H,2
probe_transcendentals,MUFU.SIN,3
probe_transcendentals,MUFU.SQRT,1
probe_transcendentals,NOP,215
probe_transcendentals,R2P,1
probe_transcendentals,RET.REL.NODEC,2
probe_transcendentals,S2R,18
probe_transcendentals,SEL,8
probe_transcendentals,SHF.L.U32,2
probe_transcendentals,SHF.L.U64.HI,4
probe_transcendentals,SHF.R.S32.HI,3
probe_transcendentals,SHF.R.U32.HI,6
probe_transcendentals,SHF.R.U64,3
probe_transcendentals,STG.E,15
probe_transcendentals,STG.E.64,4
probe_transcendentals,STL.64,2
probe_transcendentals,ULDC.64,19
probe_transcendentals,UMOV,1
probe_uint4_tensor,BRA,2
probe_uint4_tensor,EXIT,2
probe_uint4_tensor,IMAD.MOV.U32,4
probe_uint4_tensor,IMAD.WIDE.U32,2
probe_uint4_tensor,IMMA.8832.U4.U4,9
probe_uint4_tensor,LDG.E,4
probe_uint4_tensor,LEA,6
probe_uint4_tensor,LEA.HI.X,6
probe_uint4_tensor,LOP3.LUT,2
probe_uint4_tensor,NOP,27
probe_uint4_tensor,S2R,2
probe_uint4_tensor,SHF.R.U32.HI,2
probe_uint4_tensor,STG.E.64,2
probe_uint4_tensor,ULDC.64,2
probe_uint8_uint16_paths,BRA,7
probe_uint8_uint16_paths,EXIT,7
probe_uint8_uint16_paths,I2FP.F32.U32,1
probe_uint8_uint16_paths,I2F.S16,1
probe_uint8_uint16_paths,IADD3,12
probe_uint8_uint16_paths,IADD3.X,6
probe_uint8_uint16_paths,IMAD,7
probe_uint8_uint16_paths,IMAD.IADD,2
probe_uint8_uint16_paths,IMAD.MOV.U32,8
probe_uint8_uint16_paths,IMAD.WIDE,10
probe_uint8_uint16_paths,ISETP.GE.AND,7
probe_uint8_uint16_paths,LDG.E,1
probe_uint8_uint16_paths,LDG.E.64,1
probe_uint8_uint16_paths,LDG.E.S8,1
probe_uint8_uint16_paths,LDG.E.U16,2
probe_uint8_uint16_paths,LDG.E.U8,3
probe_uint8_uint16_paths,LOP3.LUT,2
probe_uint8_uint16_paths,MOV,5
probe_uint8_uint16_paths,NOP,80
probe_uint8_uint16_paths,PRMT,6
probe_uint8_uint16_paths,S2R,14
probe_uint8_uint16_paths,SHF.R.S32.HI,3
probe_uint8_uint16_paths,STG.E,4
probe_uint8_uint16_paths,STG.E.U16,2
probe_uint8_uint16_paths,STG.E.U8,2
probe_uint8_uint16_paths,ULDC.64,7
probe_uniform_datapath,BRA,7
probe_uniform_datapath,EXIT,5
probe_uniform_datapath,FADD.FTZ,3
probe_uniform_datapath,FFMA.FTZ,29
probe_uniform_datapath,IADD3,7
probe_uniform_datapath,IMAD,7
probe_uniform_datapath,IMAD.MOV.U32,3
probe_uniform_datapath,IMAD.WIDE,6
probe_uniform_datapath,ISETP.GE.AND,3
probe_uniform_datapath,ISETP.GE.U32.AND,1
probe_uniform_datapath,ISETP.GT.AND,4
probe_uniform_datapath,ISETP.NE.AND,6
probe_uniform_datapath,ISETP.NE.OR,1
probe_uniform_datapath,LDG.E,3
probe_uniform_datapath,LEA,2
probe_uniform_datapath,LEA.HI.X,2
probe_uniform_datapath,LOP3.LUT,3
probe_uniform_datapath,MOV,15
probe_uniform_datapath,NOP,51
probe_uniform_datapath,PLOP3.LUT,3
probe_uniform_datapath,S2R,10
probe_uniform_datapath,SHF.L.U32,1
probe_uniform_datapath,SHF.R.S32.HI,2
probe_uniform_datapath,STG.E,5
probe_uniform_datapath,ULDC.64,5
probe_vectorized_widths,BRA,20
probe_vectorized_widths,EXIT,20
probe_vectorized_widths,IADD3,2
probe_vectorized_widths,IADD3.X,2
probe_vectorized_widths,IMAD,20
probe_vectorized_widths,IMAD.MOV.U32,1
probe_vectorized_widths,IMAD.WIDE,38
probe_vectorized_widths,LDG.E,5
probe_vectorized_widths,LDG.E.128,4
probe_vectorized_widths,LDG.E.64,6
probe_vectorized_widths,LDG.E.U16,3
probe_vectorized_widths,LDG.E.U8,5
probe_vectorized_widths,MOV,38
probe_vectorized_widths,NOP,239
probe_vectorized_widths,PRMT,1
probe_vectorized_widths,S2R,40
probe_vectorized_widths,SHF.R.S32.HI,1
probe_vectorized_widths,STG.E,5
probe_vectorized_widths,STG.E.128,4
probe_vectorized_widths,STG.E.64,6
probe_vectorized_widths,STG.E.U16,3
probe_vectorized_widths,STG.E.U8,5
probe_vectorized_widths,ULDC.64,20
probe_warp_elect_activemask,BRA,5
probe_warp_elect_activemask,BRA.CONV,2
probe_warp_elect_activemask,BREV,1
probe_warp_elect_activemask,BSSY,1
probe_warp_elect_activemask,BSYNC,1
probe_warp_elect_activemask,CALL.REL.NOINC,2
probe_warp_elect_activemask,EXIT,4
probe_warp_elect_activemask,FADD.FTZ,3
probe_warp_elect_activemask,FLO.U32.SH,1
probe_warp_elect_activemask,FMUL.FTZ,1
probe_warp_elect_activemask,FSEL,1
probe_warp_elect_activemask,IADD3,2
probe_warp_elect_activemask,IMAD,1
probe_warp_elect_activemask,IMAD.IADD,2
probe_warp_elect_activemask,IMAD.MOV.U32,14
probe_warp_elect_activemask,IMAD.WIDE,5
probe_warp_elect_activemask,ISETP.EQ.U32.AND,1
probe_warp_elect_activemask,ISETP.GE.AND,1
probe_warp_elect_activemask,ISETP.GT.AND,2
probe_warp_elect_activemask,ISETP.NE.AND,2
probe_warp_elect_activemask,ISETP.NE.U32.AND,3
probe_warp_elect_activemask,LDG.E,3
probe_warp_elect_activemask,LDS,3
probe_warp_elect_activemask,LEA,1
probe_warp_elect_activemask,LEA.HI,2
probe_warp_elect_activemask,LEA.HI.X,1
probe_warp_elect_activemask,LOP3.LUT,7
probe_warp_elect_activemask,MOV,5
probe_warp_elect_activemask,NOP,43
probe_warp_elect_activemask,POPC,1
probe_warp_elect_activemask,REDUX.SUM,1
probe_warp_elect_activemask,RET.REL.NODEC,1
probe_warp_elect_activemask,S2R,6
probe_warp_elect_activemask,SHF.L.U32,1
probe_warp_elect_activemask,SHF.R.S32.HI,3
probe_warp_elect_activemask,STG.E,4
probe_warp_elect_activemask,STS,2
probe_warp_elect_activemask,UFLO.U32,1
probe_warp_elect_activemask,ULDC.64,4
probe_warp_elect_activemask,UMOV,2
probe_warp_elect_activemask,VOTE.ANY,3
probe_warp_elect_activemask,VOTEU.ANY,1
probe_warp_elect_activemask,WARPSYNC,1
probe_warp_matrix_shared,BAR.SYNC.DEFER_BLOCKING,8
probe_warp_matrix_shared,BRA,4
probe_warp_matrix_shared,EXIT,4
probe_warp_matrix_shared,FFMA.FTZ,18
probe_warp_matrix_shared,FMUL.FTZ,9
probe_warp_matrix_shared,IADD3,26
probe_warp_matrix_shared,IMAD,7
probe_warp_matrix_shared,IMAD.IADD,5
probe_warp_matrix_shared,IMAD.MOV.U32,11
probe_warp_matrix_shared,IMAD.SHL.U32,4
probe_warp_matrix_shared,IMAD.U32,1
probe_warp_matrix_shared,IMAD.WIDE,13
probe_warp_matrix_shared,ISETP.GE.AND,3
probe_warp_matrix_shared,ISETP.GE.OR,5
probe_warp_matrix_shared,ISETP.GE.U32.AND,1
probe_warp_matrix_shared,ISETP.GT.AND,1
probe_warp_matrix_shared,ISETP.NE.AND,2
probe_warp_matrix_shared,ISETP.NE.OR,2
probe_warp_matrix_shared,LDG.E,8
probe_warp_matrix_shared,LDS,26
probe_warp_matrix_shared,LEA,3
probe_warp_matrix_shared,LEA.HI,8
probe_warp_matrix_shared,LOP3.LUT,15
probe_warp_matrix_shared,MOV,1
probe_warp_matrix_shared,NOP,49
probe_warp_matrix_shared,S2R,9
probe_warp_matrix_shared,SHF.R.S32.HI,8
probe_warp_matrix_shared,SHF.R.U32.HI,2
probe_warp_matrix_shared,STG.E,9
probe_warp_matrix_shared,STS,8
probe_warp_matrix_shared,UIADD3,3
probe_warp_matrix_shared,ULDC,1
probe_warp_matrix_shared,ULDC.64,4
probe_warp_matrix_shared,ULOP3.LUT,2
probe_warp_matrix_shared,UMOV,2
probe_warp_matrix_shared,USHF.L.U32,2
probe_warp_reduction,BRA,8
probe_warp_reduction,BSSY,1
probe_warp_reduction,BSYNC,1
probe_warp_reduction,EXIT,8
probe_warp_reduction,FADD.FTZ,12
probe_warp_reduction,FSETP.GT.FTZ.AND,2
probe_warp_reduction,IADD3,2
probe_warp_reduction,IMAD,1
probe_warp_reduction,IMAD.MOV.U32,14
probe_warp_reduction,IMAD.U32,3
probe_warp_reduction,IMAD.WIDE,11
probe_warp_reduction,ISETP.EQ.U32.AND,1
probe_warp_reduction,ISETP.GE.AND,1
probe_warp_reduction,ISETP.NE.AND,6
probe_warp_reduction,LDG.E,8
probe_warp_reduction,LEA.HI,1
probe_warp_reduction,LOP3.LUT,2
probe_warp_reduction,MATCH.ALL,1
probe_warp_reduction,MOV,19
probe_warp_reduction,NOP,85
probe_warp_reduction,PLOP3.LUT,1
probe_warp_reduction,POPC,2
probe_warp_reduction,REDUX.MAX.S32,1
probe_warp_reduction,REDUX.MIN.S32,1
probe_warp_reduction,REDUX.SUM,1
probe_warp_reduction,REDUX.SUM.S32,1
probe_warp_reduction,S2R,10
probe_warp_reduction,SEL,3
probe_warp_reduction,SHFL.BFLY,5
probe_warp_reduction,SHFL.DOWN,5
probe_warp_reduction,SHFL.IDX,2
probe_warp_reduction,SHFL.UP,1
probe_warp_reduction,SHF.R.S32.HI,1
probe_warp_reduction,STG.E,12
probe_warp_reduction,UFLO.U32,1
probe_warp_reduction,ULDC.64,8
probe_warp_reduction,VOTE.ALL,1
probe_warp_reduction,VOTE.ANY,3
probe_warp_reduction,VOTEU.ANY,1
